"","X","player","season","team","goals_z","xg_z","crosses_z","boxtouches_z","passes_z","progpasses_z","takeons_z","progruns_z","tackles_z","interceptions_z","clearances_z","blocks_z","aerials_z","fouls_z","fouled_z","nsxg_z","off","offplus"
"559",559,"Rodrigo Bentancur",2018,"Uruguay",-0.42,0.27,-0.51,-0.27,0.99,0.03,0.57,1.13,0.82,2.49,-0.55,0.56,-0.19,1.23,0.87,0.24,1.16,0.305
"560",560,"Sebastián Coates",2018,"Uruguay",-0.42,-0.59,-0.51,-0.8,-0.62,-0.79,-0.67,-0.84,-0.82,-0.35,-0.55,-0.45,-0.72,-0.52,-0.91,-0.77,-1.63,-0.7025
"561",561,"Abdelmouméne Djabou",2014,"Algeria",2.6,0.85,1.03,-0.07,-0.86,-0.79,0.22,0.32,-0.56,0.06,-0.62,-0.52,-0.81,-0.5,0.5,0.29,-0.47,0.195
"562",562,"Aïssa Mandi",2014,"Algeria",-0.43,-0.57,-0.02,-0.68,0.05,1.32,-0.38,-0.31,0.04,0.48,0.32,0.2,-0.26,0.15,-0.1,-0.25,1.01,0.1525
"563",563,"Carl Medjani",2014,"Algeria",-0.43,-0.35,-0.54,-0.07,-0.46,-0.57,-0.68,-0.94,0.26,0.12,0.01,-0.52,1.67,1.12,0.2,-0.09,-1.51,-0.6825
"564",564,"Djamel Mesbah",2014,"Algeria",-0.43,-0.47,0.5,-0.56,-0.03,1.16,-0.38,0.16,0.05,-0.38,0.53,-0.52,0.02,0.47,-0.4,-0.17,1.32,0.36
"565",565,"Essaïd Belkalem",2014,"Algeria",-0.43,-0.49,-0.54,-0.44,-0.67,-0.62,-0.68,-0.78,-0.78,0.31,1.48,0.81,0.85,-0.5,-0.4,-0.79,-1.4,-0.655
"566",566,"Faouzi Ghoulam",2014,"Algeria",-0.43,-0.47,-0.54,-0.56,-0.16,0.35,-0.38,-0.47,-0.66,-0.63,0.32,-0.52,-0.53,-0.5,-0.7,-0.63,-0.12,-0.26
"567",567,"Hillel Soudani",2014,"Algeria",-0.43,-0.47,-0.02,-0.19,-1.07,-0.95,-0.68,-0.16,-0.72,-0.7,-0.41,-0.52,0.02,-0.18,0.5,-0.52,-1.11,-0.4525
"568",568,"Islam Slimani",2014,"Algeria",2.6,3.12,-0.54,2.26,-0.51,-1.11,-0.38,-0.47,-0.64,-0.56,-0.2,-0.52,2.22,0.8,-0.4,0.05,-1.58,-0.625
"569",569,"Madjid Bouguerra",2014,"Algeria",-0.43,-0.47,-0.54,-0.44,-0.22,-0.35,-0.68,-0.47,-0.08,-0.11,0.64,-0.19,-0.26,-0.82,-0.1,-0.79,-0.82,-0.51
"570",570,"Medhi Lacen",2014,"Algeria",-0.43,-0.57,-0.54,-0.8,-0.73,-0.79,-0.38,-0.94,-0.72,-0.51,-0.72,-0.52,-0.53,-0.5,-0.1,-0.79,-1.73,-0.6625
"571",571,"Mehdi Mostefa",2014,"Algeria",-0.43,-0.31,-0.54,-0.44,-0.76,-0.51,-0.68,-0.94,-0.72,-0.76,-0.51,-0.52,-0.81,0.47,-0.4,-0.79,-1.45,-0.6675
"572",572,"Nabil Bentaleb",2014,"Algeria",-0.43,-0.55,-0.54,-0.8,0.35,-0.46,0.22,-0.31,0.23,-0.76,-0.41,-0.36,-0.26,0.47,-0.7,-0.79,-0.77,-0.2725
"573",573,"Nabil Ghilas",2014,"Algeria",-0.43,-0.33,-0.54,-0.44,-1.32,-1,-0.38,-0.78,-0.73,-0.64,-0.41,-0.52,-0.26,-0.5,-0.99,-0.71,-1.78,-0.675
"574",574,"Rafik Halliche",2014,"Algeria",1.09,0.53,-0.54,0.05,0.32,-0.24,-0.68,-0.16,-0.18,0.61,3.05,0.2,0.57,0.15,-0.99,-0.79,-0.4,-0.405
"575",575,"Rais M'Bolhi",2014,"Algeria",-0.43,-0.57,-0.54,-0.8,-0.54,1.32,-0.68,-0.94,-0.9,-0.82,-0.41,-0.52,-0.81,-1.15,-0.7,-0.54,0.38,-0.21
"576",576,"Riyad Mahrez",2014,"Algeria",-0.43,-0.51,-0.02,-0.68,-1.19,-1.11,-0.68,-0.78,-0.79,-0.7,-0.62,-0.52,-0.53,-0.18,-0.4,-0.54,-1.89,-0.6475
"577",577,"Saphir Taïder",2014,"Algeria",-0.43,-0.57,-0.02,-0.56,-0.72,-0.84,-0.08,-0.94,-0.66,-0.76,-0.72,-0.52,-0.81,0.15,0.8,-0.44,-1.78,-0.47
"578",578,"Sofiane Feghouli",2014,"Algeria",1.09,1.24,-0.02,0.42,0.02,-0.41,1.41,0.79,-0.38,-0.07,-0.31,-0.52,1.12,0.47,1.09,0.48,0.38,0.4425
"579",579,"Yacine Brahimi",2014,"Algeria",1.09,0.63,1.55,0.3,-0.16,-0.35,2.01,-0.16,0.29,-0.82,-0.72,-0.52,-0.26,0.8,0.8,1.62,-0.51,0.7625
"580",580,"Enzo Pérez",2014,"Argentina",-0.43,-0.57,-0.26,-0.67,-0.68,-0.84,-0.03,-0.09,-0.6,-0.71,-0.55,-0.37,-0.66,-1.15,-0.51,-0.45,-0.93,-0.305
"581",581,"Ezequiel Garay",2014,"Argentina",-0.43,0.87,-0.54,0.26,1.17,0.27,-0.68,-0.26,0.22,1.68,3.3,0.48,2.03,0.08,-0.67,-0.79,0.01,-0.3025
"582",582,"Ezequiel Lavezzi",2014,"Argentina",-0.43,-0.35,0.59,0.66,-0.61,-0.72,0.78,0.68,-0.54,-0.69,-0.67,-0.52,-0.51,-0.8,0.95,0.3,-0.0399999999999999,0.3325
"583",583,"Federico Fernández",2014,"Argentina",-0.43,-0.43,-0.54,-0.14,0.19,-0.17,-0.68,-0.35,0.53,0.6,0.81,2.04,0.53,-0.45,0.14,-0.79,-0.52,-0.435
"584",584,"Fernando Gago",2014,"Argentina",-0.43,-0.54,-0.54,-0.67,1.46,0.42,-0.52,1.61,0.82,0.18,-0.33,-0.52,0.09,-0.27,0.62,-0.3,2.03,0.2425
"585",585,"Gonzalo Higuaín",2014,"Argentina",0.39,1.97,-0.54,1.45,-0.43,-0.75,-0.35,-0.26,-0.78,-0.47,-0.44,-0.52,-0.51,-0.27,-0.02,0.15,-1.01,-0.475
"586",586,"Hugo Campagnaro",2014,"Argentina",-0.43,-0.57,-0.54,-0.8,-1.06,-0.96,-0.52,-0.77,-0.9,-0.37,-0.55,0.1,-0.66,-1.15,-0.67,-0.79,-1.73,-0.6975
"587",587,"Javier Mascherano",2014,"Argentina",-0.43,-0.47,-0.54,-0.8,3.05,1.18,-0.52,1.61,3.79,2.03,0.18,2.57,0.39,0.61,1.59,-0.33,2.79,0.4325
"588",588,"José Basanta",2014,"Argentina",-0.43,-0.57,-0.26,-0.74,-1.07,-0.78,-0.68,-0.94,-0.28,-0.43,-0.16,0.17,-0.81,-0.8,-0.67,-0.71,-1.72,-0.665
"589",589,"Lionel Messi",2014,"Argentina",2.85,1.34,2.01,1.05,0.68,0.24,6.75,3.23,0.72,-0.62,-0.72,-0.52,-0.81,-0.09,1.92,4.2,3.47,3.0575
"590",590,"Lucas Biglia",2014,"Argentina",-0.43,-0.54,-0.54,-0.8,-0.15,-0.55,-0.68,-0.6,0.14,0.15,-0.55,-0.52,-0.36,-0.09,0.46,-0.74,-1.15,-0.5925
"591",591,"Marcos Rojo",2014,"Argentina",0.39,0.3,1.16,0.32,0.73,0.65,-0.19,-0.43,2.4,1.89,0.75,0.25,0.24,0.08,0.14,0.69,0.22,0.2975
"592",592,"Martín Demichelis",2014,"Argentina",-0.43,-0.57,-0.54,-0.8,-0.35,-0.4,-0.68,0.16,-0.5,0.58,0.41,-0.24,0.39,-0.45,-0.51,-0.79,-0.24,-0.365
"593",593,"Maxi Rodríguez",2014,"Argentina",-0.43,-0.44,-0.54,-0.67,-1.11,-1.05,-0.52,-0.86,-0.46,-0.49,-0.72,-0.52,-0.81,-1.15,-0.99,-0.63,-1.91,-0.7425
"594",594,"Pablo Zabaleta",2014,"Argentina",-0.43,-0.54,0.02,-0.14,1.2,0.86,-0.52,-0.35,1.62,1.4,0.81,1.57,-0.06,-0.09,-0.19,-0.44,0.51,0.0025
"595",595,"Ricardo Alvarez",2014,"Argentina",-0.43,-0.57,-0.54,-0.54,-1.33,-1.13,-0.68,-0.86,-0.9,-0.58,-0.72,-0.52,-0.66,-1.15,-0.67,-0.77,-1.99,-0.8025
"596",596,"Rodrigo Palacio",2014,"Argentina",-0.43,0.28,-0.54,0.39,-1.2,-1.05,0.13,-0.77,-0.9,-0.82,-0.5,-0.52,-0.66,-0.09,-0.99,-0.7,-1.82,-0.5575
"597",597,"Sergio Agüero",2014,"Argentina",-0.43,-0.17,-0.54,1.32,-0.99,-1.05,-0.68,-0.52,-0.63,-0.54,-0.67,-0.52,-0.21,-0.45,-0.51,-0.58,-1.57,-0.6975
"598",598,"Sergio Romero",2014,"Argentina",-0.43,-0.57,-0.54,-0.8,-0.27,1.59,-0.68,-0.86,-0.9,-0.82,-0.67,-0.52,-0.66,-1.15,-0.99,-0.76,0.73,-0.1225
"599",599,"Ángel Di María",2014,"Argentina",0.39,0.16,3.43,0.86,0.39,0.3,3.36,1.1,0.91,-0.82,-0.55,-0.52,-0.81,-0.62,0.46,1.85,1.4,2.0475
"600",600,"Adam Taggart",2014,"Australia",-0.43,-0.57,-0.54,-0.8,-1.37,-1.16,-0.68,-0.94,-0.9,-0.82,-0.72,-0.52,-0.81,-1.15,-0.99,-0.79,-2.1,-0.83
"601",601,"Alex Wilkinson",2014,"Australia",-0.43,-0.57,-0.54,-0.63,1.23,0.16,-0.68,-0.71,-0.9,0.37,2,-0.13,-0.01,0.73,-0.99,-0.79,-0.55,-0.4425
"602",602,"Ben Halloran",2014,"Australia",-0.43,-0.57,0.21,-0.63,-1,-0.93,0.62,0.42,-0.51,-0.01,-0.42,-0.52,-0.81,-0.68,1.16,-0.55,-0.51,0.08
"603",603,"Ivan Franjic",2014,"Australia",-0.43,-0.57,0.21,-0.8,-1,-0.46,-0.68,-0.03,-0.9,-0.39,-0.42,-0.13,-0.41,-1.15,-0.56,-0.28,-0.49,-0.24
"604",604,"James Troisi",2014,"Australia",-0.43,-0.49,-0.54,-0.63,-0.93,-1.09,-0.25,-0.71,-0.44,-0.82,-0.72,-0.52,-0.81,-0.68,-0.56,-0.2,-1.8,-0.6475
"605",605,"Jason Davidson",2014,"Australia",-0.43,-0.57,1.73,-0.8,1.46,1.65,-0.25,0.87,-0.37,2.17,1.09,1.62,3.17,2.13,1.16,0.77,2.52,1
"606",606,"Mark Bresciano",2014,"Australia",-0.43,0.58,0.21,0.61,0.13,-0.62,1.48,-0.03,-0.9,-0.27,-0.72,-0.52,-0.81,0.73,-0.13,-0.09,-0.65,0.26
"607",607,"Mark Milligan",2014,"Australia",-0.43,-0.49,-0.54,-0.8,-0.61,-1.01,-0.25,-0.49,-0.62,-0.53,-0.42,-0.13,-0.81,-0.21,-0.99,-0.55,-1.5,-0.5725
"608",608,"Mathew Leckie",2014,"Australia",-0.43,1.07,0.21,1.67,0.08,-0.38,3.2,3.14,-0.9,1.39,-0.72,-0.52,0.39,0.73,1.16,0.93,2.76,1.5425
"609",609,"Mathew Ryan",2014,"Australia",-0.43,-0.57,-0.54,-0.8,1.05,3.52,-0.25,-0.71,-0.9,-0.82,-0.57,-0.52,-0.81,-1.15,-0.99,-0.79,2.81,0.505
"610",610,"Matt McKay",2014,"Australia",-0.43,-0.43,0.21,-0.27,0.54,0.01,-0.25,-0.94,-0.44,-0.18,-0.57,-0.52,-0.41,0.26,-0.13,0.03,-0.93,-0.2425
"611",611,"Matthew Spiranovic",2014,"Australia",-0.43,0.61,-0.54,-0.45,1.23,0.16,0.18,0.87,-0.9,0.28,1.55,0.77,-0.01,1.19,0.3,-0.79,1.03,0.1675
"612",612,"Mile Jedinak",2014,"Australia",1.76,1.79,-0.54,-0.63,1.28,0.63,-0.68,-0.03,0.01,0.77,-0.27,2.34,0.78,1.66,0.73,-0.48,0.6,-0.155
"613",613,"Oliver Bozanic",2014,"Australia",-0.43,-0.37,-0.54,-0.27,-0.61,-0.93,-0.25,-0.03,-0.67,-0.82,-0.57,-0.52,-0.41,-0.21,-0.13,-0.79,-0.96,-0.4375
"614",614,"Ryan McGowan",2014,"Australia",-0.43,-0.57,-0.54,-0.63,0.54,1.49,0.18,0.65,1.46,-0.53,0.64,-0.52,-0.81,0.26,0.3,-0.44,2.14,0.445
"615",615,"Tim Cahill",2014,"Australia",3.95,1.07,-0.54,2.38,-0.66,-0.93,-0.68,-0.26,-0.9,-0.42,-0.42,-0.52,1.18,2.13,-0.56,-0.24,-1.19,-0.6025
"616",616,"Tommy Oar",2014,"Australia",-0.43,-0.4,2.48,0.08,-0.89,-0.7,0.62,0.19,-0.48,-0.82,-0.72,-0.52,-0.81,-0.68,1.16,1.52,-0.51,0.6475
"617",617,"Adnan Januzaj",2014,"Belgium",-0.43,-0.57,-0.54,-0.8,-1.26,-0.99,-0.19,-0.81,-0.59,-0.66,-0.72,-0.52,-0.81,-0.88,-0.51,-0.57,-1.8,-0.6325
"618",618,"Anthony Vanden Borre",2014,"Belgium",-0.43,-0.57,-0.54,-0.41,-0.89,-0.68,-0.43,-0.3,-0.75,-0.82,-0.38,-0.52,-0.81,-0.88,-0.75,-0.79,-0.98,-0.4875
"619",619,"Axel Witsel",2014,"Belgium",-0.43,-0.09,-0.54,-0.71,1.23,-0.33,-0.43,-0.18,1.21,1.46,0.04,-0.52,0.98,-0.09,1.67,-0.57,-0.51,-0.37
"620",620,"Daniel van Buyten",2014,"Belgium",-0.43,-0.31,-0.54,0.89,1.43,0.73,-0.43,1.1,-0.59,2.03,1.83,3.82,3.9,-0.36,-0.27,-0.13,1.83,0.215
"621",621,"Divock Origi",2014,"Belgium",0.8,0.73,-0.12,1.09,-0.95,-1.03,1.5,0.21,-0.75,-0.65,-0.72,-0.52,0.31,0.17,-0.27,0.16,-0.82,0.14
"622",622,"Dries Mertens",2014,"Belgium",0.8,0.95,2.01,1.09,-0.56,-0.46,1.02,0.72,-0.33,-0.41,-0.72,-0.52,-0.81,0.43,0.22,1.39,0.26,0.8225
"623",623,"Eden Hazard",2014,"Belgium",-0.43,-0.05,-0.54,0.89,0.46,-0.02,4.17,4.93,-0.17,0.75,-0.64,-0.52,-0.81,0.43,1.67,1.39,4.91,2.135
"624",624,"Jan Vertonghen",2014,"Belgium",0.8,0.84,0.73,0.19,1.03,1.34,0.53,0.33,0.25,2.09,1.91,1.84,0.98,0.17,-0.27,0.64,1.67,0.7325
"625",625,"Kevin De Bruyne",2014,"Belgium",0.8,0.77,2.44,-0.11,0.72,0.29,0.05,1.36,1.95,0.78,-0.64,-0.52,-0.36,-0.09,-0.75,2.55,1.65,1.035
"626",626,"Kevin Mirallas",2014,"Belgium",-0.43,0.4,1.58,0.89,-0.78,-0.37,0.78,0.97,-0.39,-0.66,-0.72,-0.52,-0.81,-0.09,-0.75,0.82,0.6,0.74
"627",627,"Marouane Fellaini",2014,"Belgium",0.8,0.32,-0.54,3.38,0.33,-0.68,0.53,-0.05,1.23,0.17,0.04,-0.52,3.9,3.86,-0.02,0.13,-0.73,-0.185
"628",628,"Mousa Dembélé",2014,"Belgium",-0.43,-0.54,-0.54,-0.8,-0.32,-1.08,0.29,0.08,0.12,-0.66,-0.64,0.35,-0.14,0.17,0.46,-0.57,-1,-0.3125
"629",629,"Nacer Chadli",2014,"Belgium",-0.43,-0.35,-0.12,-0.21,-0.83,-0.99,0.29,-0.18,-0.75,-0.66,-0.72,-0.52,-0.59,0.17,-0.99,-0.15,-1.17,-0.25
"630",630,"Nicolas Lombaerts",2014,"Belgium",-0.43,-0.57,-0.54,-0.8,-1.09,-1.03,-0.68,-0.94,-0.59,-0.66,-0.13,-0.08,-0.14,-0.62,-0.99,-0.79,-1.97,-0.7975
"631",631,"Romelu Lukaku",2014,"Belgium",0.8,0.21,-0.12,0.49,-1.05,-1.03,0.05,-0.43,-0.5,-0.82,-0.72,-0.52,-0.14,-0.36,-0.99,-0.33,-1.46,-0.3825
"632",632,"Steven Defour",2014,"Belgium",-0.43,-0.57,-0.54,-0.8,-1.09,-1.16,-0.43,-0.56,-0.59,-0.82,-0.55,-0.52,-0.81,-0.62,-0.75,-0.79,-1.72,-0.6725
"633",633,"Thibaut Courtois",2014,"Belgium",-0.43,-0.57,-0.54,-0.8,-0.33,1.78,-0.68,-0.56,-0.9,-0.82,-0.55,-0.52,-0.81,-1.15,-0.75,-0.61,1.22,-2.77555756156289e-17
"634",634,"Thomas Vermaelen",2014,"Belgium",-0.43,-0.57,-0.54,-0.8,-1.17,-0.81,-0.68,-0.81,-0.9,-0.82,-0.47,-0.52,-0.59,-0.88,-0.99,-0.79,-1.62,-0.71
"635",635,"Toby Alderweireld",2014,"Belgium",-0.43,-0.51,0.31,-0.8,0.9,0.86,0.05,-0.18,1.42,0.09,0.72,0.88,0.53,0.7,0.46,0.51,0.68,0.26
"636",636,"Vincent Kompany",2014,"Belgium",-0.43,-0.18,-0.54,-0.11,0.91,0.42,-0.43,2.5,0.71,0.72,0.64,0.66,0.53,-0.09,-0.75,-0.26,2.92,0.4875
"637",637,"Anel Hadzic",2014,"Bosnia and Herzegovina",-0.43,-0.57,-0.54,-0.45,-0.75,-0.62,-0.68,-0.94,-0.9,-0.12,-0.42,-0.52,-0.81,-0.68,-0.99,-0.51,-1.56,-0.695
"638",638,"Asmir Begovic",2014,"Bosnia and Herzegovina",-0.43,-0.57,-0.54,-0.8,-0.2,1.88,-0.68,-0.94,-0.9,-0.82,-0.72,-0.52,-0.81,-1.15,-0.99,-0.79,0.94,-0.07
"639",639,"Avdija Vrsajevic",2014,"Bosnia and Herzegovina",1.76,-0.31,0.97,0.26,-0.52,-0.54,-0.68,0.19,-0.21,0.58,-0.57,-0.52,-0.41,-0.68,-0.99,0.03,-0.35,-0.015
"640",640,"Edin Dzeko",2014,"Bosnia and Herzegovina",1.76,2.83,-0.54,4.33,-0.24,-0.77,-0.25,-0.49,-0.3,-0.2,0.03,-0.52,0.78,1.19,1.16,0.62,-1.26,-0.5125
"641",641,"Edin Visca",2014,"Bosnia and Herzegovina",-0.43,-0.37,-0.54,-0.63,-1.26,-1.16,-0.25,-0.49,-0.9,-0.82,-0.72,-0.52,-0.41,-0.68,-0.99,-0.79,-1.65,-0.61
"642",642,"Emir Spahic",2014,"Bosnia and Herzegovina",-0.43,-0.52,-0.54,1.14,1.69,1.26,-0.25,0.42,2.44,4.45,2.6,4.77,0.78,0.26,0.3,0.27,1.68,0.2225
"643",643,"Ermin Bicakcic",2014,"Bosnia and Herzegovina",-0.43,-0.57,-0.54,-0.8,-0.77,-0.54,-0.68,-0.71,-0.9,-0.61,0.34,0.65,-0.01,-1.15,-0.99,-0.79,-1.25,-0.6175
"644",644,"Haris Medunjanin",2014,"Bosnia and Herzegovina",-0.43,-0.34,0.21,-0.63,0.66,0.16,-0.68,-0.03,0.31,-0.61,-0.57,-0.52,-0.81,-0.68,-0.99,0.07,0.13,-0.085
"645",645,"Izet Hajrovic",2014,"Bosnia and Herzegovina",-0.43,-0.11,0.21,-0.45,-0.61,-0.7,0.62,0.42,-0.9,-0.82,-0.42,-0.52,-0.81,-0.21,-0.13,0.58,-0.28,0.1375
"646",646,"Mensur Mujdza",2014,"Bosnia and Herzegovina",-0.43,-0.57,0.97,-0.45,-0.27,0.01,-0.25,-0.49,-0.7,0.01,0.64,-0.52,-0.01,0.73,0.3,0.15,-0.48,0.06
"647",647,"Miralem Pjanic",2014,"Bosnia and Herzegovina",1.76,1.01,7.02,0.26,2.93,1.73,4.92,2.01,1.02,1.49,-0.72,-0.52,-0.41,-0.21,2.02,5.22,3.74,3.92
"648",648,"Muhamed Besic",2014,"Bosnia and Herzegovina",-0.43,-0.28,-0.54,-0.8,3.26,1.57,3.63,2.46,3.06,2.55,0.18,1.98,-0.81,3.53,-0.13,-0.2,4.03,1.78
"649",649,"Ognjen Vranjes",2014,"Bosnia and Herzegovina",-0.43,-0.57,0.21,-0.63,-1.14,-1.09,-0.68,-0.49,-0.21,-0.82,-0.27,-0.52,-0.81,-0.68,-0.13,-0.55,-1.58,-0.5125
"650",650,"Sead Kolasinac",2014,"Bosnia and Herzegovina",-0.43,-0.57,-0.54,-0.45,0.56,0.63,1.48,0.42,0.62,0.09,-0.42,-0.52,-0.81,0.73,-0.13,-0.32,1.05,0.4975
"651",651,"Sejad Salihovic",2014,"Bosnia and Herzegovina",-0.43,-0.57,0.21,-0.8,-0.89,-0.54,-0.68,-0.26,-0.3,-0.12,-0.72,-0.52,-0.81,-1.15,-0.56,0.19,-0.8,-0.3175
"652",652,"Senad Lulic",2014,"Bosnia and Herzegovina",-0.43,-0.28,-0.54,0.08,-0.15,-0.07,1.05,0.42,-0.09,-0.61,-0.57,-0.52,-0.01,-0.21,-0.56,-0.2,0.35,0.215
"653",653,"Tino Susic",2014,"Bosnia and Herzegovina",-0.43,-0.49,0.97,0.97,-0.06,-0.77,0.62,-0.49,1.08,-0.82,-0.57,1.4,-0.81,-0.21,-0.56,1.16,-1.26,0.0825
"654",654,"Toni Sunjic",2014,"Bosnia and Herzegovina",-0.43,-0.57,-0.54,-0.63,0.77,0.32,-0.68,-0.26,4.03,1.81,1.55,4.99,-0.41,-0.21,-0.56,-0.79,0.06,-0.29
"655",655,"Vedad Ibisevic",2014,"Bosnia and Herzegovina",1.76,0.87,-0.54,1.5,-0.86,-1.09,-0.25,-0.94,-0.9,-0.12,-0.57,-0.52,-0.01,-1.15,-0.56,0.03,-2.03,-0.705
"656",656,"Zvjezdan Misimovic",2014,"Bosnia and Herzegovina",-0.43,-0.31,0.21,0.08,0.31,-0.23,0.62,0.42,0.12,-0.61,-0.72,-0.52,0.39,-1.15,0.3,1.91,0.19,0.255
"657",657,"Bernard",2014,"Brazil",-0.43,-0.51,0.07,0.14,-0.92,-0.81,-0.32,-0.01,-0.65,-0.68,-0.54,-0.52,-0.81,-0.76,-0.64,-0.28,-0.82,-0.2675
"658",658,"Dani Alves",2014,"Brazil",-0.43,-0.43,0.07,-0.3,0.75,1.23,0.38,0.91,1.63,0.63,0.14,-0.52,-0.16,-0.38,0.06,0.49,2.14,0.6475
"659",659,"Dante",2014,"Brazil",-0.43,-0.57,-0.54,-0.8,-0.96,-0.78,-0.68,-0.85,-0.9,-0.4,-0.48,-0.52,-0.81,-0.96,-0.99,-0.79,-1.63,-0.7125
"660",660,"David Luiz",2014,"Brazil",1.36,0.81,0.07,0.21,1.12,0.88,0.73,2.21,0.73,1.69,1.75,1.16,1.15,1.15,0.95,-0.01,3.09,0.9725
"661",661,"Fernandinho",2014,"Brazil",0.47,-0.15,-0.54,-0.3,-0.27,-0.33,-0.15,-0.29,1.03,-0.5,-0.29,-0.14,-0.48,1.53,0.24,-0.4,-0.62,-0.3275
"662",662,"Fred",2014,"Brazil",0.47,1,-0.54,1.3,-0.77,-1.04,-0.68,-0.94,-0.7,-0.82,-0.35,-0.52,0.33,0,0.24,-0.31,-1.98,-0.8
"663",663,"Hernanes",2014,"Brazil",-0.43,-0.57,-0.54,-0.59,-1.19,-1.07,0.03,-0.57,-0.17,-0.32,-0.66,-0.52,-0.65,-0.38,-0.64,-0.79,-1.64,-0.5375
"664",664,"Hulk",2014,"Brazil",-0.43,0.43,0.38,1.44,-0.76,-0.84,1.61,0.73,-0.33,-0.39,-0.48,-0.52,0.33,0.38,1.47,0.68,-0.11,0.47
"665",665,"Jô",2014,"Brazil",-0.43,-0.11,-0.54,0.35,-1.09,-1.1,-0.68,-0.85,-0.9,-0.82,-0.6,0.03,0.49,-0.96,-0.64,-0.58,-1.95,-0.7925
"666",666,"Júlio César",2014,"Brazil",-0.43,-0.57,-0.54,-0.8,-0.24,1.2,-0.5,-0.85,-0.77,-0.82,-0.41,-0.52,-0.81,-0.96,-0.99,-0.79,0.35,-0.1725
"667",667,"Luiz Gustavo",2014,"Brazil",-0.43,-0.41,-0.23,-0.52,1,-0.27,0.03,-0.29,1.28,3.48,0.39,-0.52,1.96,1.73,1.3,-0.48,-0.56,-0.19
"668",668,"Maicon",2014,"Brazil",-0.43,-0.53,-0.23,-0.59,-0.33,0.15,0.03,0.64,0.3,0.38,-0.23,-0.52,-0.32,-0.76,-0.29,-0.37,0.79,0.1475
"669",669,"Marcelo",2014,"Brazil",-0.43,-0.31,-0.23,-0.08,1.27,1.68,1.44,2.77,1.41,1.41,0.02,0.06,-0.48,0.58,1.12,0.49,4.45,1.415
"670",670,"Maxwell",2014,"Brazil",-0.43,-0.55,-0.54,-0.52,-0.99,-0.65,-0.68,-0.57,-0.9,-0.58,-0.35,-0.52,-0.32,-0.96,-0.99,-0.56,-1.22,-0.61
"671",671,"Neymar",2014,"Brazil",3.15,1.65,2.55,1.44,-0.07,-0.24,2.32,1.29,-0.16,-0.56,-0.72,-0.03,-0.16,0.38,2.18,2.37,1.05,1.48
"672",672,"Oscar",2014,"Brazil",1.36,0.96,1.31,1.51,0.66,0.85,1.44,1.38,3.16,0.82,-0.17,-0.52,0.17,0.58,1.3,1.85,2.23,1.245
"673",673,"Paulinho",2014,"Brazil",-0.43,1.13,-0.54,1.15,-0.48,-0.78,0.2,-0.29,0.44,0.16,-0.41,-0.52,-0.32,0.58,-0.47,0.31,-1.07,-0.3525
"674",674,"Ramires",2014,"Brazil",-0.43,-0.33,-0.54,-0.23,-0.87,-0.91,-0.15,-0.38,-0.06,0.01,-0.48,-0.52,0.01,0.58,0.06,-0.2,-1.29,-0.495
"675",675,"Thiago Silva",2014,"Brazil",0.47,0.62,-0.54,-0.01,0.81,0.27,-0.68,0.08,-0.13,0.93,2.25,4.08,1.31,-0.19,0.06,-0.34,0.35,-0.2175
"676",676,"Willian",2014,"Brazil",-0.43,-0.4,-0.23,-0.08,-0.6,-0.68,0.03,-0.11,-0.9,-0.61,-0.66,-0.52,-0.81,-0.57,-0.64,0.41,-0.79,-0.2475
"677",677,"Alex Song",2014,"Cameroon",-0.43,-0.46,0.97,-0.63,-0.27,-0.7,-0.68,0.87,-0.9,-0.82,-0.72,-0.52,-0.81,0.26,0.3,0.34,0.17,0.115
"678",678,"Allan Nyom",2014,"Cameroon",-0.43,-0.46,0.21,-0.27,-0.8,-0.3,-0.25,-0.03,-0.9,-0.52,-0.12,0.29,-0.81,-1.15,-0.56,-0.28,-0.33,-0.0925
"679",679,"Aurélien Chedjou",2014,"Cameroon",-0.43,-0.34,-0.54,-0.27,-0.5,-0.62,0.18,-0.94,-0.28,0.06,0.64,-0.52,-0.81,-0.68,-0.99,-0.67,-1.56,-0.48
"680",680,"Benjamin Moukandjo",2014,"Cameroon",-0.43,-0.05,2.48,0.79,-0.4,-0.23,1.91,1.55,-0.61,-0.5,-0.42,-0.52,-0.01,0.26,0.73,2.18,1.32,1.4275
"681",681,"Benoît Assou-Ekotto",2014,"Cameroon",-0.43,-0.31,2.48,-0.63,-0.04,1.1,0.62,-0.26,-0.9,0.44,0.79,0.13,-0.01,0.26,-0.56,1.48,0.84,0.985
"682",682,"Charles Itandje",2014,"Cameroon",-0.43,-0.57,-0.54,-0.8,-0.36,1.41,-0.68,-0.26,-0.9,-0.82,-0.42,-0.52,-0.81,-1.15,-0.56,-0.79,1.15,-0.0175
"683",683,"Cédric Djeugoue",2014,"Cameroon",-0.43,-0.57,-0.54,-0.8,-1.23,-0.93,-0.68,-0.94,-0.9,-0.82,-0.42,-0.52,-0.81,-1.15,-0.99,-0.79,-1.87,-0.7725
"684",684,"Dany Nounkeu",2014,"Cameroon",-0.43,-0.37,0.21,-0.1,-0.59,-0.23,-0.68,-0.71,-0.74,-0.1,-0.12,-0.52,-0.81,-0.21,-0.99,-0.09,-0.94,-0.3525
