"","X","player","season","team","goals_z","xg_z","crosses_z","boxtouches_z","passes_z","progpasses_z","takeons_z","progruns_z","tackles_z","interceptions_z","clearances_z","blocks_z","aerials_z","fouls_z","fouled_z","nsxg_z","off","offplus"
"3632",3632,"Andoni Zubizarreta",1994,"Spain",-0.39,-0.62,-0.6,-0.73,-0.47,0.97,-0.82,-0.79,-0.97,-0.87,-0.59,-0.58,-0.66,-1.18,-1.1,-0.82,0.18,-0.31
"3633",3633,"Bakero",1994,"Spain",-0.39,-0.62,-0.6,-0.35,0.04,-0.49,-0.82,-0.14,-0.61,-0.29,-0.32,0.01,0.14,-0.41,0.19,-0.82,-0.63,-0.5125
"3634",3634,"Caminero",1994,"Spain",2.76,1.28,-0.6,1.08,-0.23,-0.52,1.7,0.24,-0.11,-0.38,-0.18,0.28,0.54,1.87,-0.58,0.2,-0.28,0.205
"3635",3635,"Felipe Miñambres",1994,"Spain",-0.39,-0.42,-0.17,-0.44,-1.19,-1.18,-0.61,-0.79,-0.67,-0.87,-0.72,-0.58,-0.26,-0.67,-0.58,-0.49,-1.97,-0.6875
"3636",3636,"Fernando Hierro",1994,"Spain",0.66,0.43,-0.6,0.03,0.07,0.03,-0.19,-0.01,-0.02,-0.11,1.16,0.39,1.34,-0.16,-0.58,-0.43,0.02,-0.1925
"3637",3637,"Fernández Abelardo",1994,"Spain",-0.39,0.74,-0.6,0.7,0.04,0.07,-0.82,-0.14,2.01,0.39,1.56,-0.58,0.54,1.11,0.19,-0.71,-0.07,-0.3725
"3638",3638,"Francisco Camarasa",1994,"Spain",-0.39,-0.62,-0.6,-0.64,-0.85,-0.52,-0.61,-0.53,-0.6,-0.19,-0.32,-0.58,-0.26,-0.67,-1.1,-0.6,-1.05,-0.565
"3639",3639,"Jon Andoni Goikoetxea Lasa",1994,"Spain",1.71,0.77,4.55,1.84,-0.5,-0.63,1.07,-0.01,-0.23,-0.53,-0.59,-0.11,0.14,1.36,0.7,2.57,-0.64,1.245
"3640",3640,"Jorge Otero",1994,"Spain",-0.39,-0.13,-0.17,-0.44,-0.73,-0.21,-0.61,-0.66,0.28,-0.09,-0.45,-0.58,-0.66,-0.16,-0.07,-0.77,-0.87,-0.4125
"3641",3641,"Josep Guardiola",1994,"Spain",0.66,1.54,0.26,-0.73,-0.47,-0.52,-0.19,-0.53,-0.57,-0.44,-0.32,-0.58,-0.66,-0.67,-1.1,0.03,-1.05,-0.245
"3642",3642,"Julen Guerrero",1994,"Spain",-0.39,-0.44,1.12,-0.73,-0.76,-0.77,-0.61,-0.66,-0.56,-0.78,-0.59,-0.58,-0.26,-0.16,-0.84,0.4,-1.43,-0.23
"3643",3643,"Julio Salinas",1994,"Spain",0.66,0.61,-0.6,1.27,-0.83,-1.22,0.02,-0.53,-0.97,-0.78,-0.59,-0.58,1.74,1.11,-0.07,-0.28,-1.75,-0.5825
"3644",3644,"Luis Enrique",1994,"Spain",0.66,-0.03,-0.6,0.32,-0.44,-0.9,1.07,0.24,-0.23,-0.05,-0.18,0.39,0.14,1.11,3.01,-0.01,-0.66,-0.0475
"3645",3645,"Miguel Ángel Nadal",1994,"Spain",-0.39,-0.44,-0.6,0.13,-0.09,0.21,-0.82,0.11,-0.08,0.62,2.23,-0.58,0.94,0.35,0.19,-0.6,0.32,-0.275
"3646",3646,"Rafael Alkorta",1994,"Spain",-0.39,-0.62,0.26,-0.54,-0.32,0.1,0.02,-0.01,-0.15,0.6,0.75,0.42,0.54,0.09,-0.07,-0.43,0.09,0.0925
"3647",3647,"Santiago Cañizares",1994,"Spain",-0.39,-0.62,-0.6,-0.73,-1.19,-0.66,-0.82,-0.66,-0.97,-0.87,-0.72,-0.58,-0.66,-1.18,-1.1,-0.88,-1.32,-0.685
"3648",3648,"Sergi",1994,"Spain",-0.39,-0.13,1.12,0.13,0.65,0.79,1.07,0.89,-0.35,0.14,0.35,-0.58,0.14,0.6,0.7,1.03,1.68,0.9675
"3649",3649,"Txiki Beguiristain",1994,"Spain",0.66,1.52,-0.6,-0.54,-1.36,-1.22,-0.82,-0.92,-0.97,-0.75,-0.59,-0.58,-0.66,-1.18,-0.84,-0.88,-2.14,-0.89
"3650",3650,"Voro",1994,"Spain",-0.39,-0.62,-0.6,-0.73,-1.14,-0.94,-0.82,-0.79,-0.86,-0.48,-0.32,-0.11,-0.66,-0.92,-0.84,-0.77,-1.73,-0.7875
"3651",3651,"Hakan Mild",1994,"Sweden",0.33,-0.1,-0.6,-0.47,-0.25,-0.72,-0.68,-0.78,-0.05,-0.5,-0.35,0.17,0.15,0.56,-0.22,-0.54,-1.5,-0.695
"3652",3652,"Henrik Larsson",1994,"Sweden",0.33,0.78,-0.01,0.05,-1.14,-0.93,-0.54,-0.52,-0.67,-0.68,-0.72,-0.58,-0.66,-0.31,-0.75,-0.31,-1.45,-0.5
"3653",3653,"Jesper Blomqvist",1994,"Sweden",-0.39,-0.52,-0.6,-0.47,-1.33,-1.05,-0.82,-0.78,-0.95,-0.87,-0.72,-0.58,-0.39,-1.18,-0.75,-0.79,-1.83,-0.8125
"3654",3654,"Joachim Björklund",1994,"Sweden",-0.39,-0.62,-0.6,-0.6,-0.09,-0.72,-0.82,-1.04,-0.25,0.11,1.56,-0.1,-0.12,-1.18,-0.57,-0.66,-1.76,-0.795
"3655",3655,"Jonas Thern",1994,"Sweden",-0.39,-0.41,0.28,-0.34,0.31,0.15,0.18,-0.43,-0.77,0.05,-0.35,0.07,0.43,-0.48,-0.22,0.38,-0.28,0.045
"3656",3656,"Kennet Andersson",1994,"Sweden",3.19,2.07,0.86,3.23,-0.27,-0.7,1.76,0.27,-0.29,-0.32,-0.63,0.07,8.9,0.73,2.23,2.08,-0.43,0.5475
"3657",3657,"Klas Ingesson",1994,"Sweden",-0.39,0.01,0.28,0.89,0.42,-0.08,0.47,1.33,-0.22,-0.37,0.19,0.56,-0.12,0.04,-0.4,0.73,1.25,0.5
"3658",3658,"Martin Dahlin",1994,"Sweden",2.48,1.03,-0.6,3.1,-0.52,-1,-0.11,-0.08,-0.73,-0.66,-0.72,-0.21,2.07,0.21,1.88,-0.13,-1.08,-0.4475
"3659",3659,"Patrik Andersson",1994,"Sweden",-0.39,-0.43,-0.6,-0.41,0.46,0.6,-0.68,-0.61,-0.12,0.43,3.39,1.86,0.97,-0.83,-0.4,-0.81,-0.01,-0.3225
"3660",3660,"Pontus Kamark",1994,"Sweden",-0.39,-0.62,-0.6,-0.73,-0.88,-0.51,-0.39,-0.61,-0.86,-0.31,0.19,0.14,-0.66,-0.48,-0.57,-0.88,-1.12,-0.5275
"3661",3661,"Roger Ljung",1994,"Sweden",0.33,-0.1,1.45,-0.15,1.03,2.99,-0.82,0.01,-0.18,0.39,0.38,0.93,-0.12,0.73,-0.4,1.13,3,0.9075
"3662",3662,"Roland Nilsson",1994,"Sweden",-0.39,-0.62,0.57,-0.73,1.46,2.54,-0.39,1.41,0.52,0.59,-0.08,-0.1,0.7,-0.66,-0.22,0.48,3.95,1.0325
"3663",3663,"Stefan Schwarz",1994,"Sweden",-0.39,-0.1,0.28,-0.47,1.01,0.2,0.32,0.97,2.35,1.08,-0.08,-0.5,-0.12,-0.14,-0.75,0.72,1.17,0.4425
"3664",3664,"Thomas Ravelli",1994,"Sweden",-0.39,-0.62,-0.6,-0.73,0.02,1.64,-0.82,-0.78,-0.97,-0.87,-0.63,-0.58,-0.66,-1.18,-1.1,-0.68,0.86,-0.14
"3665",3665,"Tomas Brolin",1994,"Sweden",1.76,1.91,2.62,0.63,0.62,0.75,1.33,2.56,0.04,-0.57,-0.54,-0.58,-0.12,-0.14,1,2.32,3.31,1.815
"3666",3666,"Adrian Knup",1994,"Switzerland",2.24,1.86,-0.06,2.6,-0.99,-1.09,-0.56,-0.88,-0.44,-0.38,-0.55,0.21,1.34,1.05,2.11,0.34,-1.97,-0.6475
"3667",3667,"Alain Geiger",1994,"Switzerland",-0.39,-0.62,-0.6,-0.73,1.6,1.73,-0.82,0.73,1.11,0.25,2.46,-0.25,0.34,-1.18,-0.14,-0.39,2.46,0.26
"3668",3668,"Alain Sutter",1994,"Switzerland",0.93,0.09,2.08,-0.37,0.01,0.26,1.28,0.57,-0.7,-0.3,-0.72,-0.58,-0.66,-0.54,0.51,1.21,0.83,1.0475
"3669",3669,"Christophe Ohrel",1994,"Switzerland",-0.39,-0.14,-0.06,0.1,-0.12,-0.31,0.23,-0.72,-0.16,1.55,0.12,0.65,-0.66,-0.86,1.47,-0.23,-1.03,-0.215
"3670",3670,"Ciriaco Sforza",1994,"Switzerland",-0.39,-0.14,0.47,-0.25,0.81,0.04,-0.3,-0.56,0.9,1.66,-0.22,-0.58,1.34,2,0.51,0.2,-0.52,-0.0875
"3671",3671,"Dominique Herr",1994,"Switzerland",-0.39,-0.43,-0.6,0.34,0.45,0.47,-0.82,-0.56,-0.19,0.58,1.46,0.99,0.84,0.41,-0.78,-0.88,-0.0900000000000001,-0.3775
"3672",3672,"Georges Bregy",1994,"Switzerland",0.93,0.63,3.16,-0.37,1.72,0.78,-0.56,0.08,0.57,0.31,-0.39,0.21,-0.16,-0.86,0.51,2.67,0.86,0.865
"3673",3673,"Jörg Studer",1994,"Switzerland",-0.39,-0.59,-0.06,-0.73,-1.27,-0.96,-0.82,-1.04,-0.97,-0.87,-0.72,-0.58,-0.66,-0.22,-1.1,-0.53,-2,-0.72
"3674",3674,"Marc Hottiger",1994,"Switzerland",-0.39,-0.49,1.01,-0.49,1.14,2.25,-0.3,0.73,0.13,0.92,0.12,-0.58,0.34,-0.22,-1.1,0.01,2.98,0.9225
"3675",3675,"Marco Pascolo",1994,"Switzerland",-0.39,-0.62,-0.6,-0.73,-0.29,1.12,-0.56,-1.04,-0.97,-0.87,-0.39,-0.58,-0.66,-0.86,-1.1,-0.88,0.0800000000000001,-0.27
"3676",3676,"Nestor Subiat",1994,"Switzerland",-0.39,0.18,-0.6,-0.02,-1.3,-1.17,-0.82,-1.04,-0.97,-0.87,-0.72,-0.58,-0.66,0.41,-0.14,-0.72,-2.21,-0.9075
"3677",3677,"Stéphane Chapuisat",1994,"Switzerland",0.93,0.89,1.01,3.32,-0.5,-0.87,0.49,-0.56,0.05,-0.16,-0.72,-0.58,-0.66,1.05,2.43,2.4,-1.43,0.0175
"3678",3678,"Thomas Bickel",1994,"Switzerland",-0.39,0.05,-0.6,-0.02,-0.58,-0.91,-0.82,-0.08,-0.78,-0.87,-0.72,0.65,-0.66,1.05,-0.78,-0.48,-0.99,-0.6025
"3679",3679,"Yvan Quentin",1994,"Switzerland",-0.39,-0.46,-0.6,-0.37,1,1.3,-0.3,-0.24,0.51,2.55,0.95,0.99,-0.16,0.41,0.19,-0.23,1.06,0.04
"3680",3680,"Alexi Lalas",1994,"USA",-0.39,0.09,-0.6,0.1,-0.26,-0.57,-0.56,-0.88,-0.19,0.55,3.47,0.62,-0.16,-0.22,-0.78,-0.88,-1.45,-0.6525
"3681",3681,"Cle Kooiman",1994,"USA",-0.39,-0.62,-0.6,-0.73,-1,-0.52,-0.82,-0.88,-0.08,-0.61,0.45,0.05,-0.66,-0.86,-1.1,-0.88,-1.4,-0.705
"3682",3682,"Cobi Jones",1994,"USA",-0.39,-0.62,-0.6,-0.49,-1.1,-1,-0.03,-0.56,-0.37,-0.65,-0.22,-0.58,-0.66,-0.54,0.51,-0.69,-1.56,-0.5475
"3683",3683,"Earnie Stewart",1994,"USA",0.93,0.44,-0.06,0.94,-0.58,-1,0.49,-0.56,-0.97,-0.65,-0.72,-0.22,0.34,0.41,1.15,-0.18,-1.56,-0.2825
"3684",3684,"Eric Wynalda",1994,"USA",0.93,0.31,1.55,0.58,-0.77,-0.87,0.49,0.24,-0.82,-0.83,-0.72,-0.58,-0.66,-0.22,-0.14,0.37,-0.63,0.3525
"3685",3685,"Fernando Clavijo",1994,"USA",-0.39,-0.62,-0.6,-0.73,0.05,0.3,-0.3,-0.72,-0.36,0.27,0.79,0.52,-0.66,1.05,-0.46,-0.48,-0.42,-0.33
"3686",3686,"Hugo Ernesto Perez",1994,"USA",-0.39,-0.62,-0.6,-0.73,-1.14,-0.96,-0.3,-0.72,-0.8,-0.8,-0.72,-0.58,-0.66,-1.18,-0.46,-0.88,-1.68,-0.645
"3687",3687,"John Harkes",1994,"USA",-0.39,0.25,0.47,-0.14,0.1,0.17,1.02,0.4,-0.36,-0.34,-0.22,-0.58,0.84,0.41,0.83,-0.48,0.57,0.515
"3688",3688,"Marcelo Balboa",1994,"USA",-0.39,-0.3,-0.6,0.22,-0.09,-0.09,-0.56,-0.56,-0.31,0.72,4.81,-0.22,-0.16,-0.54,0.83,-0.83,-0.65,-0.4525
"3689",3689,"Mike Sorber",1994,"USA",-0.39,-0.33,-0.06,-0.73,0.9,-0.52,0.49,1.21,0.11,-0.52,-0.22,2.21,-0.16,-0.86,0.19,-0.67,0.69,0.28
"3690",3690,"Paul Caligiuri",1994,"USA",-0.39,-0.43,-0.06,-0.73,1.91,2.68,0.76,1.53,0.61,0.63,0.79,-0.35,0.84,-0.54,0.51,-0.04,4.21,1.2275
"3691",3691,"Roy Wegerle",1994,"USA",-0.39,-0.62,-0.6,-0.61,-0.88,-1.04,-0.56,-0.56,-0.97,-0.67,-0.55,-0.58,-0.66,-0.86,-0.46,-0.88,-1.6,-0.69
"3692",3692,"Tab Ramos",1994,"USA",-0.39,0.05,1.01,-0.25,-0.01,0.3,0.23,1.21,-0.26,-0.27,-0.39,0.05,0.34,0.09,0.83,0.75,1.51,0.6875
"3693",3693,"Thomas Dooley",1994,"USA",-0.39,0.25,-0.06,0.34,0.23,-0.39,-0.3,-0.72,0.08,0.48,-0.22,-0.58,-0.16,1.05,-0.46,-0.01,-1.11,-0.3675
"3694",3694,"Tony Meola",1994,"USA",-0.39,-0.62,-0.6,-0.73,0.13,1.17,-0.82,-1.04,-0.97,-0.65,-0.39,-0.58,-0.66,-1.18,-1.1,-0.86,0.13,-0.3225
"3695",3695,"Abel Balbo",1990,"Argentina",-0.42,-0.25,-0.65,-0.37,-1.36,-1.08,-0.68,-0.95,-0.77,-0.97,-0.72,-0.57,-0.71,-1.13,-0.94,-0.73,-2.03,-0.84
"3696",3696,"Claudio Caniggia",1990,"Argentina",1.39,0.48,-0.07,1.37,-0.8,-0.86,2.85,0.58,-0.87,-0.65,-0.6,-0.57,1.41,1,2.02,0.29,-0.28,0.625
"3697",3697,"Diego Maradona",1990,"Argentina",-0.42,0.36,0.81,0.21,0.33,0.26,1.73,0.58,0.06,-0.57,-0.6,0.1,-0.13,1.56,5.36,3.46,0.84,0.845
"3698",3698,"Gabriel Calderon",1990,"Argentina",-0.42,-0.54,-0.65,-0.05,-0.71,-0.76,-0.31,-0.27,-0.87,-0.79,-0.48,-0.37,-0.71,0.01,-0.43,-0.51,-1.03,-0.4975
"3699",3699,"Gustavo Dezotti",1990,"Argentina",-0.42,-0.47,-0.36,-0.18,-1.32,-1.1,-0.68,-0.86,-0.87,-0.9,-0.72,-0.37,-0.52,-0.28,-0.68,-0.8,-1.96,-0.75
"3700",3700,"Jorge Luis Burruchaga",1990,"Argentina",0.49,0.39,-0.36,1.05,0.72,0.02,0.43,1.17,-0.65,-0.53,-0.36,-0.37,-0.71,0.01,0.6,0.52,1.19,0.315
"3701",3701,"Jose Serrizuela",1990,"Argentina",-0.42,0.14,-0.65,-0.44,-0.31,0.14,-0.31,-0.19,0.51,0.54,0.9,0.39,0.06,0.57,-0.04,-0.51,-0.05,-0.2525
"3702",3702,"José Basualdo",1990,"Argentina",-0.42,-0.49,0.23,0.02,0.95,1.06,0.43,0.75,0.91,1.1,0.12,1.53,0.06,0.01,0.6,0.97,1.81,0.6175
"3703",3703,"Juan Simon",1990,"Argentina",-0.42,-0.58,-0.65,-0.76,0.53,1.04,-0.5,0.49,0.7,0.1,1.98,2.9,0.06,-0.28,-0.17,-0.56,1.53,0.095
"3704",3704,"Julio Olarticoechea",1990,"Argentina",-0.42,-0.25,-0.07,-0.5,-0.4,-0.18,-0.31,0.41,-0.08,0.24,0.3,-0.13,-0.71,0.71,-0.3,-0.35,0.23,-0.0375
"3705",3705,"Nery Pumpido",1990,"Argentina",-0.42,-0.65,-0.65,-0.76,-1.27,-0.81,-0.68,-0.95,-0.93,-0.97,-0.72,-0.57,-0.71,-1.27,-1.07,-0.91,-1.76,-0.7725
"3706",3706,"Nestor Lorenzo",1990,"Argentina",-0.42,-0.65,-0.65,-0.69,-1.01,-0.58,-0.68,-0.78,0.04,-0.31,-0.18,-0.37,0.06,-0.7,-0.81,-0.9,-1.36,-0.6725
"3707",3707,"Nestor Sensini",1990,"Argentina",-0.42,-0.45,-0.65,-0.5,-1.01,-0.86,-0.68,-0.95,-0.71,-0.97,-0.06,-0.37,-0.52,-0.56,-0.81,-0.75,-1.81,-0.785
"3708",3708,"Néstor Fabbri",1990,"Argentina",-0.42,-0.65,-0.65,-0.63,-1.22,-0.96,-0.68,-0.86,-0.93,-0.82,-0.6,0.01,-0.33,-1.13,-0.94,-0.83,-1.82,-0.7875
"3709",3709,"Oscar Ruggeri",1990,"Argentina",-0.42,-0.51,-0.36,0.21,-0.64,-0.26,-0.31,-0.78,-0.31,-0.23,0.78,-0.34,1.22,1.56,-0.17,-0.75,-1.04,-0.4275
"3710",3710,"Pedro Monzon",1990,"Argentina",0.49,-0.47,-0.65,-0.31,-0.98,-0.86,-0.68,-0.95,-0.34,-0.4,0.18,-0.13,-0.52,0.57,-0.81,-0.91,-1.81,-0.785
"3711",3711,"Pedro Troglio",1990,"Argentina",0.49,-0.22,-0.36,-0.44,-0.19,-0.33,-0.13,0.15,-0.42,-0.74,-0.48,0.21,-0.71,0.29,0.35,-0.33,-0.18,-0.1675
"3712",3712,"Ricardo Giusti",1990,"Argentina",-0.42,-0.51,-0.36,-0.63,-0.18,-0.43,-0.31,-0.19,0.1,-0.19,-0.18,0.21,-0.33,0.01,-0.68,-0.25,-0.62,-0.3225
"3713",3713,"Sergio Batista",1990,"Argentina",-0.42,-0.65,-0.36,-0.76,-0.03,0.19,-0.5,-0.19,-0.29,-0.34,-0.42,-0.57,-0.52,0.01,-0.94,-0.38,0,-0.215
"3714",3714,"Sergio Goicoechea",1990,"Argentina",-0.42,-0.65,-0.65,-0.76,-0.89,-0.16,-0.68,-0.86,-0.93,-0.97,-0.72,-0.57,-0.71,-1.27,-1.07,-0.91,-1.02,-0.5875
"3715",3715,"Sergio Goycochea",1990,"Argentina",-0.42,-0.65,-0.65,-0.76,-0.58,0.39,-0.68,-0.86,-0.93,-0.97,-0.66,-0.57,-0.71,-1.27,-0.94,-0.91,-0.47,-0.45
"3716",3716,"Alfred Hörtnagl",1990,"Austria",-0.42,-0.56,-0.65,-0.1,-1.07,-1.03,0.27,-0.52,0.01,-0.1,-0.41,1.14,-0.22,-0.18,0.57,-0.91,-1.55,-0.4825
"3717",3717,"Andreas Herzog",1990,"Austria",-0.42,1.1,0.84,1.38,-0.04,-0.01,1.21,2.95,0.72,1.01,-0.11,-0.57,-0.22,0.54,1.89,0.88,2.94,1.2475
"3718",3718,"Andreas Ogris",1990,"Austria",1.9,0.36,0.84,0.07,-1.07,-1.03,2.16,0.79,-0.93,-0.09,-0.72,-0.57,-0.22,0.18,2.22,0.75,-0.24,0.69
"3719",3719,"Andreas Reisinger",1990,"Austria",-0.42,-0.65,-0.65,-0.76,-1.31,-0.96,-0.21,-0.52,-0.93,-0.97,-0.57,-0.57,-0.71,-1.27,-1.07,-0.91,-1.48,-0.585
"3720",3720,"Anton Pfeffer",1990,"Austria",-0.42,-0.33,0.1,-0.26,-0.24,-0.07,-0.68,-0.08,0.04,0.36,1.42,2.85,0.77,1.63,-0.08,-0.4,-0.15,-0.1825
"3721",3721,"Ernst Aigner",1990,"Austria",-0.42,-0.01,0.1,-0.76,1.2,1.01,-0.68,2.09,0.47,0.14,0.81,2.03,-0.22,1.26,-0.74,-0.49,3.1,0.63
"3722",3722,"Gerhard Rodax",1990,"Austria",1.9,1.92,-0.65,0.89,-0.97,-0.84,0.27,-0.08,-0.21,-0.74,-0.72,-0.57,-0.22,-0.91,-0.41,0.41,-0.92,-0.325
"3723",3723,"Klaus Lindenberger",1990,"Austria",-0.42,-0.65,-0.65,-0.76,0.4,2.15,-0.68,-0.95,-0.93,-0.97,-0.41,-0.57,-0.71,-0.55,-0.41,-0.7,1.2,-0.0325
"3724",3724,"Kurt Russ",1990,"Austria",-0.42,-0.51,0.1,-0.43,-0.36,-0.26,-0.21,-0.08,-0.72,0.44,0.2,0.2,0.27,-0.55,-0.41,-0.06,-0.34,-0.1125
"3725",3725,"Manfred Linzmaier",1990,"Austria",-0.42,-0.65,-0.65,-0.76,-0.92,-0.65,-0.68,0.35,-0.72,-0.77,-0.57,0.2,-0.71,-1.27,-0.41,-0.66,-0.3,-0.4075
"3726",3726,"Manfred Zsak",1990,"Austria",-0.42,0.45,-0.65,-0.43,0.22,-0.01,0.27,0.79,0.25,-0.51,-0.57,1.14,-0.71,0.54,-0.41,-0.32,0.78,0.1
"3727",3727,"Michael Streiter",1990,"Austria",-0.42,-0.65,-0.65,-0.59,0.05,0.25,-0.21,0.35,0.25,-0.74,0.81,-0.57,-0.22,0.9,1.89,-0.32,0.6,-0.065
"3728",3728,"Peter Artner",1990,"Austria",-0.42,-0.65,-0.65,-0.76,-1.02,-0.9,-0.21,-0.08,-0.47,0.56,-0.41,-0.57,-0.71,-0.91,-1.07,-0.57,-0.98,-0.46
"3729",3729,"Peter Schöttel",1990,"Austria",-0.42,-0.56,-0.65,-0.59,-0.31,-0.33,-0.68,-0.3,0.22,-0.38,-0.26,-0.57,-0.22,-0.55,-0.41,-0.4,-0.63,-0.49
"3730",3730,"Robert Pecl",1990,"Austria",-0.42,-0.28,-0.65,-0.26,1.03,0.37,0.27,0.35,2.08,1.65,1.73,1.23,2.74,2.71,0.25,-0.57,0.72,0.085
"3731",3731,"Toni Polster",1990,"Austria",-0.42,0.5,0.1,0.89,-0.53,-0.96,-0.68,-0.52,-0.72,-0.97,-0.57,-0.57,0.77,0.9,-0.08,0.02,-1.48,-0.515
"3732",3732,"Bruno Versavel",1990,"Belgium",-0.42,0.02,-0.65,0.38,-0.18,-0.45,0.3,-0.05,0.14,0,-0.51,-0.57,-0.37,-0.27,-0.61,-0.68,-0.5,-0.2125
"3733",3733,"Enzo Scifo",1990,"Belgium",1.18,3.36,1.93,1.98,2.03,1,3.26,2.5,1.37,1.39,-0.3,-0.57,-0.03,1.74,1.21,1.98,3.5,2.1725
"3734",3734,"Eric Gerets",1990,"Belgium",-0.42,-0.46,-0.13,-0.64,0.53,0.7,-0.03,1.3,0,-0.43,0.34,-0.57,-0.71,0.23,-0.39,-0.44,2,0.46
"3735",3735,"Franky Van Der Elst",1990,"Belgium",-0.42,0.24,0.38,0.04,2.16,0.65,-0.35,-0.05,1.19,2.56,0.02,0.35,-0.03,1.74,0.3,1.18,0.6,0.1575
"3736",3736,"Georges Serge Grün",1990,"Belgium",-0.42,-0.65,-0.65,-0.64,-0.66,-0.63,-0.68,-0.2,0.05,-0.05,0.76,-0.57,-0.71,-0.02,-1.07,-0.74,-0.83,-0.54
"3737",3737,"Jan Ceulemans",1990,"Belgium",1.18,0.59,-0.13,1.29,0.37,-0.49,1.62,0.7,0.14,-0.74,-0.3,0.61,1.68,-0.52,0.07,0.3,0.21,0.425
"3738",3738,"Leo Clijsters",1990,"Belgium",1.18,-0.33,-0.65,-0.07,-0.35,-0.32,-0.35,-0.8,0.54,-0.97,-0.08,4.39,-0.03,-1.02,-0.84,-0.62,-1.12,-0.53
"3739",3739,"Lorenzo Staelens",1990,"Belgium",-0.42,-0.65,-0.13,-0.64,-0.86,-0.67,-0.68,-0.95,1.02,-0.67,-0.72,-0.57,-0.71,-1.02,-0.61,-0.41,-1.62,-0.6075
"3740",3740,"Marc Degryse",1990,"Belgium",1.18,0.72,-0.13,1.41,-0.13,-0.63,-0.03,-0.2,-0.44,-0.03,-0.72,-0.57,0.65,0.23,-0.39,1.12,-0.83,-0.2475
"3741",3741,"Marc Jozef Emmers",1990,"Belgium",-0.42,-0.4,0.38,-0.42,-0.66,-0.45,-0.03,-0.65,-0.12,0.84,-0.61,-0.11,-0.37,-0.52,-0.61,-0.06,-1.1,-0.1875
"3742",3742,"Marc Van Der Linden",1990,"Belgium",-0.42,-0.65,-0.13,-0.19,-1.25,-1.02,-0.68,-0.8,-0.93,-0.65,-0.72,-0.57,-0.37,-1.02,-1.07,0.15,-1.82,-0.6575
"3743",3743,"Michel De Wolf",1990,"Belgium",1.18,-0.62,0.38,-0.64,1.59,2.41,-0.68,1.15,1.52,3.08,1.08,-0.11,0.65,-0.02,-0.84,0.06,3.56,0.815
"3744",3744,"Michel Preud'homme",1990,"Belgium",-0.42,-0.65,-0.65,-0.76,0.26,2.33,-0.68,-0.8,-0.93,-0.67,-0.72,-0.57,-0.71,-1.02,-0.39,-0.88,1.53,0.05
"3745",3745,"Nico Claesen",1990,"Belgium",-0.42,-0.46,-0.65,-0.42,-1.42,-1.11,-0.68,-0.95,-0.69,-0.97,-0.72,-0.57,-0.71,-0.52,-1.07,-0.91,-2.06,-0.8475
"3746",3746,"Pascal Plovie",1990,"Belgium",-0.42,-0.65,-0.65,-0.76,-1.11,-0.71,-0.68,-0.95,-0.28,-0.97,-0.51,-0.57,-0.71,-1.02,-1.07,-0.8,-1.66,-0.7475
"3747",3747,"Patrick Vervoort",1990,"Belgium",1.18,-0.43,-0.65,-0.53,-0.87,-0.67,-0.03,-0.5,-0.36,-0.25,-0.61,-0.57,-0.71,-0.52,-0.84,-0.65,-1.17,-0.4625
"3748",3748,"Philiipe Albert",1990,"Belgium",-0.42,-0.65,-0.65,-0.76,-1.08,-1.07,-0.68,-0.8,0.37,0.53,-0.51,-0.57,-0.71,-0.77,-1.07,-0.91,-1.87,-0.8
"3749",3749,"Stephane Auguste Demol",1990,"Belgium",-0.42,-0.27,-0.65,-0.53,0.88,0.52,-0.68,-0.5,1.18,1.4,2.78,1.84,-0.37,-0.52,0.07,-0.03,0.02,-0.3275
"3750",3750,"Alemao",1990,"Brazil",-0.42,1.21,1.59,0.72,2.29,0.56,1.45,2.63,3.12,4.35,0.43,-0.57,0.77,-0.45,-0.33,1.39,3.19,1.5575
"3751",3751,"Branco",1990,"Brazil",-0.42,1,3.83,1.46,1.55,1.8,2.16,4.09,0.14,0.34,0.43,1.96,0.77,0.9,1.4,3.5,5.89,2.97
"3752",3752,"Careca",1990,"Brazil",3.05,3.41,-0.09,4.18,0.02,-0.58,1.81,0.19,-0.22,-0.31,-0.72,-0.57,0.03,1.17,-0.08,3.18,-0.39,0.3325
"3753",3753,"Cláudio Taffarel",1990,"Brazil",-0.42,-0.65,-0.65,-0.76,-0.09,0.61,-0.68,-0.79,-0.93,-0.97,-0.6,-0.57,0.03,-1.27,-1.07,-0.79,-0.18,-0.3775
"3754",3754,"Dunga",1990,"Brazil",-0.42,0.28,-0.65,-0.39,2.76,1.52,0.38,0.51,3.92,2.31,-0.38,-0.57,0.4,0.63,1.89,0.62,2.03,0.44
"3755",3755,"Jorginho",1990,"Brazil",-0.42,-0.55,2.15,0.85,1.17,1.04,-0.33,0.84,5.13,2.24,-0.49,0.59,-0.71,1.99,1.15,0.88,1.88,0.925
"3756",3756,"Mauro Galvao",1990,"Brazil",-0.42,-0.65,-0.09,-0.51,1.77,1.52,-0.68,1.82,1.65,2,1.23,-0.57,1.14,-0.45,-0.82,0.05,3.34,0.6425
"3757",3757,"Mozer",1990,"Brazil",-0.42,-0.65,-0.65,-0.26,0.09,-0.1,0.03,-0.14,0.74,0.53,0.2,-0.57,-0.71,0.36,-0.58,-0.75,-0.24,-0.215
