"","player","season","team","goals_z","xg_z","crosses_z","boxtouches_z","passes_z","progpasses_z","takeons_z","progruns_z","tackles_z","interceptions_z","clearances_z","blocks_z","aerials_z","fouls_z","fouled_z","nsxg_z"
"3165","Viorel Moldovan",1998,"Romania",2.67,1.26,-0.66,2.12,-0.56,-0.95,-0.74,-0.31,-0.54,-0.62,-0.73,-0.54,1.11,0.28,-0.51,0.17
"3166","Abdullah Zubromawi",1998,"Saudi Arabia",-0.42,-0.68,-0.66,-0.74,0.02,-0.79,-0.26,-0.78,1.55,3.62,3.2,1.43,0.08,-0.77,-0.7,-0.9
"3167","Fahad Al-Mehallel",1998,"Saudi Arabia",-0.42,-0.68,-0.66,-0.32,-0.41,-0.79,-0.26,-0.55,-0.99,-0.83,-0.6,-0.54,-0.75,-0.77,-0.32,-0.64
"3168","Fuad Amin",1998,"Saudi Arabia",-0.42,-0.59,-0.66,-0.6,0.81,-0.03,-0.26,-0.31,0.4,2.23,0.84,0.15,0.08,1.14,0.45,-0.9
"3169","Hamzah Saleh",1998,"Saudi Arabia",-0.42,-0.41,-0.02,-0.46,0.35,-0.22,-0.74,-0.78,-0.38,-0.19,0.18,-0.54,-0.75,0,-1.08,-0.38
"3170","Hussein Al Sulaimani",1998,"Saudi Arabia",-0.42,-0.2,0.62,-0.74,0.91,0.73,1.18,2.49,1.03,0.67,1.36,-0.54,-0.75,-0.39,-0.7,-0.41
"3171","Ibrahim Al Shahrani",1998,"Saudi Arabia",-0.42,-0.46,0.62,-0.04,0,-0.47,-0.26,-0.31,-0.02,0.09,-0.47,-0.25,0.49,-0.39,2.38,-0.08
"3172","Ibrahim Al-Harbi",1998,"Saudi Arabia",-0.42,-0.28,-0.66,-0.46,-1.27,-1.11,-0.26,-0.78,-0.99,-0.57,-0.6,-0.54,-0.75,-1.15,-0.7,-0.9
"3173","Kahlid Al Muwallid",1998,"Saudi Arabia",-0.42,-0.59,-0.66,-0.74,-0.51,-0.85,0.22,-0.08,0.46,1.57,-0.47,-0.54,-0.75,-0.39,-1.08,-0.38
"3174","Khamis Al-Owairan Al-Dossari",1998,"Saudi Arabia",-0.42,-0.68,-0.66,-0.74,1.47,0.6,0.22,-0.31,1.25,0.27,0.97,0.15,-0.33,1.52,0.07,-0.86
"3175","Mohammed Al Khilaiwi",1998,"Saudi Arabia",-0.42,-0.68,-0.66,-0.74,-0.38,-0.85,-0.74,-0.78,1.36,-0.08,1.76,1.51,-0.33,-0.39,-0.7,-0.9
"3176","Mohammed Al-Deayea",1998,"Saudi Arabia",-0.42,-0.68,-0.66,-0.74,-0.76,-0.09,-0.74,-1.02,-0.99,-1.03,0.05,-0.54,-0.75,-1.15,0.07,-0.9
"3177","Mohammed Shaliyah Al Jahani",1998,"Saudi Arabia",-0.42,-0.68,2.53,-0.74,1.39,2,-0.74,0.15,0.52,1.4,2.28,-0.54,-0.33,-0.39,1.22,1.2
"3178","Nawaf Al Temyat",1998,"Saudi Arabia",-0.42,-0.59,-0.66,-0.6,-0.53,-0.41,-0.74,-0.78,-0.57,-0.42,-0.47,0.15,-0.75,-0.39,-0.32,-0.6
"3179","Saeed Owairan",1998,"Saudi Arabia",-0.42,0.11,-0.66,-0.18,-0.79,-1.04,-0.74,-1.02,-0.54,-0.6,-0.47,-0.54,0.08,-0.77,-0.32,-0.49
"3180","Sami Al-Jaber",1998,"Saudi Arabia",1.64,3.35,0.62,0.95,-0.08,-0.92,1.66,0.86,-0.63,-0.4,-0.47,-0.54,-0.75,1.14,1.99,0.97
"3181","Yousif Nasser Al Thenaian",1998,"Saudi Arabia",1.64,3.31,-0.66,-0.6,-1.09,-1.11,-0.74,-1.02,-0.57,-0.83,-0.73,-0.54,-0.33,-1.15,0.07,-0.9
"3182","Christian Dailly",1998,"Scotland",-0.42,0.07,0.62,0.81,0.2,0.03,3.1,2.96,0.46,0.36,0.84,1.21,2.14,0,2.38,-0.56
"3183","Colin Calderwood",1998,"Scotland",-0.42,-0.68,-0.66,-0.6,0.07,0.41,-0.74,-0.78,-0.5,-0.56,0.31,0,-0.33,-1.15,0.07,-0.83
"3184","Colin Hendry",1998,"Scotland",-0.42,-0.15,-0.66,0.95,0.45,0.29,-0.74,-0.78,1.55,0.51,2.67,1.05,4.21,-0.39,0.84,-0.9
"3185","Craig Burley",1998,"Scotland",1.64,0.72,3.17,0.39,0.96,0.86,-0.26,0.62,0.47,-0.71,0.31,0,0.08,1.9,-0.7,1.76
"3186","Darren Jackson",1998,"Scotland",-0.42,-0.55,-0.66,-0.6,-0.76,-0.92,-0.26,-0.78,-0.83,-1.03,-0.47,-0.54,-0.75,0.38,0.07,-0.83
"3187","David Weir",1998,"Scotland",-0.42,-0.68,-0.66,-0.74,-0.28,0.16,-0.74,0.39,1.38,-0.67,-0.08,-0.54,-0.33,-0.77,-0.32,-0.41
"3188","Gordon Durie",1998,"Scotland",-0.42,1.21,0.62,2.79,-0.13,-0.73,-0.26,-0.31,0.47,-0.67,-0.73,0,4.21,4.57,0.45,0.71
"3189","Jackie McNamara",1998,"Scotland",-0.42,-0.63,0.62,-0.6,-0.38,-0.41,-0.74,0.15,-0.62,-0.51,-0.6,-0.54,-0.75,-0.77,0.45,-0.23
"3190","Jim Leighton",1998,"Scotland",-0.42,-0.68,-0.02,-0.74,-0.18,1.37,-0.74,-1.02,-0.99,-1.03,-0.73,-0.54,-0.75,-1.15,-1.08,-0.53
"3191","John Collins",1998,"Scotland",1.64,4.14,-0.02,0.39,2.1,1.11,-0.74,-0.08,2.83,0.83,-0.73,-0.54,-0.75,-1.15,0.45,1.68
"3192","Kevin Gallacher",1998,"Scotland",-0.42,0.72,0.62,2.37,-0.21,-0.79,-0.26,-0.78,0.25,-0.87,-0.73,-0.54,-0.33,-0.39,3.15,0.04
"3193","Paul Lambert",1998,"Scotland",-0.42,-0.46,-0.02,-0.6,2.46,0.35,-0.26,-0.55,0.79,1.7,-0.34,-0.54,-0.33,-0.39,-0.32,0.07
"3194","Tom Boyd",1998,"Scotland",-0.42,-0.59,-0.02,-0.6,1.54,2.25,0.7,-0.31,2.25,0.31,1.23,-0.54,0.9,-0.77,-0.7,-0.41
"3195","Tosh Mckinlay",1998,"Scotland",-0.42,-0.68,-0.02,-0.74,-1.04,-0.6,-0.74,-0.78,-0.99,-0.67,-0.73,-0.54,-0.75,-0.77,-0.32,-0.41
"3196","Benni McCarthy",1998,"South Africa",1.64,1.07,-0.02,1.8,-0.53,-1.04,-0.26,-1.02,-0.43,-0.04,-0.6,-0.54,-0.33,0,0.45,-0.6
"3197","Brendan Augustine",1998,"South Africa",-0.42,-0.46,-0.66,-0.74,-0.84,-0.92,-0.74,-0.78,-0.99,-0.61,-0.47,-0.54,-0.33,0.38,0.07,-0.75
"3198","David Nyathi",1998,"South Africa",-0.42,-0.06,1.89,0.39,1.82,3.46,0.7,2.49,0.74,1.59,0.05,-0.54,0.49,1.14,0.45,0.79
"3199","Delron Buckley",1998,"South Africa",-0.42,-0.41,-0.66,-0.18,-1.22,-1.17,0.7,-0.78,0.01,-0.6,-0.6,-0.54,-0.75,-0.77,-1.08,-0.15
"3200","Hans Vonk",1998,"South Africa",-0.42,-0.68,-0.66,-0.74,0.17,2.06,-0.74,-0.78,-0.99,-1.03,-0.6,-0.54,0.08,-1.15,-1.08,-0.86
"3201","Helman Mkhalele",1998,"South Africa",-0.42,0.55,1.89,0.25,0.68,0.8,1.18,1.56,0.45,0.46,-0.73,1.74,-0.75,-0.77,0.07,1.65
"3202","Jerry Sikhosana",1998,"South Africa",-0.42,-0.41,-0.66,-0.04,-1.24,-1.11,-0.74,-0.55,-0.99,-0.18,-0.73,-0.54,-0.75,-1.15,-0.7,-0.49
"3203","John Moshoeu",1998,"South Africa",-0.42,0.64,0.62,0.39,1.16,0.41,1.18,0.86,1.05,1.73,-0.21,3.06,-0.33,-0.77,0.45,0.67
"3204","Lucas Radebe",1998,"South Africa",-0.42,-0.33,0.62,-0.46,1.52,1.3,-0.74,0.15,2.17,0.91,1.1,1.27,1.73,0.76,-0.32,0.82
"3205","Mark Fish",1998,"South Africa",-0.42,-0.55,-0.02,0.11,2.08,2.51,-0.74,2.26,-0.85,1.53,1.76,4.63,0.08,-0.39,-1.08,0.19
"3206","Philemon Masinga",1998,"South Africa",-0.42,-0.68,-0.66,-0.32,-1.02,-1.17,-0.74,-1.02,-0.99,-0.61,-0.6,-0.54,0.08,0.76,-1.08,-0.9
"3207","Pierre Issa",1998,"South Africa",-0.42,0.42,-0.66,-0.18,1.09,0.1,0.22,1.56,4.76,0.03,0.97,2.69,2.14,1.14,0.07,-0.79
"3208","Quinton Fortune",1998,"South Africa",-0.42,-0.37,1.26,-0.74,0.86,0.35,0.7,0.86,1.57,1.16,-0.6,-0.54,-0.33,2.29,2.38,0.94
"3209","Shaun Bartlett",1998,"South Africa",3.7,4.36,-0.02,2.51,-0.94,-0.98,-0.74,-0.55,-0.99,-0.6,-0.73,-0.07,0.49,0,-1.08,0.45
"3210","Willem Jackson",1998,"South Africa",-0.42,-0.68,-0.66,-0.74,-0.64,-0.47,0.22,-0.08,0.05,-0.89,0.58,-0.54,-0.75,0.76,-0.7,-0.79
"3211","Byung-Ji Kim",1998,"South Korea",-0.42,-0.68,-0.66,-0.74,-0.31,1.37,-0.26,-1.02,-0.99,-1.03,-0.34,-0.54,0.08,-1.15,-1.08,-0.9
"3212","Choi Yong-Soo",1998,"South Korea",-0.42,1.21,-0.02,1.09,-0.59,-0.98,0.7,-0.55,-0.89,-1.03,-0.6,-0.54,0.9,0.76,0.45,0.34
"3213","Do-Hoon Kim",1998,"South Korea",-0.42,0.42,-0.66,0.39,-0.66,-1.04,-0.74,-1.02,-0.89,-0.86,-0.6,-0.54,0.9,1.14,-0.7,0.3
"3214","Do-Keun Kim",1998,"South Korea",-0.42,-0.68,-0.02,-0.46,0.12,-0.54,0.7,-0.08,0.08,-0.43,-0.6,1.24,-0.75,0,-0.32,-0.11
"3215","Ha Seok-Ju",1998,"South Korea",1.64,-0.33,-0.02,-0.74,-0.46,-0.09,0.22,-0.78,0.25,-0.44,0.18,-0.54,0.9,1.14,-0.7,-0.08
"3216","Hynug-Seok Jang",1998,"South Korea",-0.42,-0.59,-0.66,-0.74,-1.04,-0.98,-0.74,-0.78,-0.82,-0.86,0.58,0.61,-0.33,-0.77,-0.32,-0.9
"3217","Jung-Won Seo",1998,"South Korea",-0.42,-0.28,-0.02,0.11,-0.86,-0.98,0.22,0.62,-0.99,-0.93,-0.73,-0.54,0.08,-0.77,0.07,-0.38
"3218","Jung-Yoon Noh",1998,"South Korea",-0.42,-0.68,-0.66,-0.74,-0.89,-1.17,-0.74,-0.55,-0.46,-0.69,-0.73,-0.54,-0.33,-1.15,0.07,-0.9
"3219","Lim-Saeng Lee",1998,"South Korea",-0.42,-0.68,-0.66,-0.74,-1.27,-1.04,-0.26,-1.02,-0.99,-1.03,0.45,-0.54,0.08,-0.77,-0.7,-0.9
"3220","Min-Sung Lee",1998,"South Korea",-0.42,-0.2,0.62,-0.32,0.61,0.86,-0.74,-0.08,0.28,-0.26,2.15,0.12,0.9,1.52,0.07,-0.38
"3221","Myung-Bo Hong",1998,"South Korea",-0.42,-0.37,-0.02,-0.74,1.39,1.3,0.22,0.62,-0.23,0.55,1.89,3.19,-0.75,0,-1.08,0.34
"3222","Sang-Chul Yoo",1998,"South Korea",1.64,0.29,-0.02,-0.04,1.54,1.75,0.22,0.39,0.63,3.22,0.05,0.91,0.08,0.38,0.45,-0.15
"3223","Sang-Hun Lee",1998,"South Korea",-0.42,-0.68,-0.02,-0.74,-0.94,-0.85,-0.74,-0.55,-0.1,-0.18,0.97,-0.54,1.73,-0.77,0.07,-0.56
"3224","Sang-Yoon Lee",1998,"South Korea",-0.42,0.29,-0.02,0.25,-0.18,-0.6,0.22,-0.31,-0.51,-1.03,-0.34,-0.54,0.9,-0.77,-0.32,0.6
"3225","Sung-yong Choi",1998,"South Korea",-0.42,-0.55,0.62,-0.74,-0.64,-0.28,-0.74,-0.78,-0.71,-0.6,0.18,-0.54,-0.75,-1.15,-1.08,0.07
"3226","Tae-Young Kim",1998,"South Korea",-0.42,-0.59,-0.02,-0.74,0.28,0.54,-0.26,-1.02,-0.09,0.49,0.97,0.91,0.49,-0.39,1.61,-0.68
"3227","Yong-Soo Ko",1998,"South Korea",-0.42,-0.55,0.62,0.39,-0.61,-0.66,-0.26,-0.55,-0.64,-0.69,-0.47,0.91,0.49,-0.39,-1.08,0.3
"3228","Young Il Choi",1998,"South Korea",-0.42,-0.68,-0.66,-0.74,-1.04,-0.98,-0.74,-0.78,-0.79,-0.84,0.31,-0.2,-0.33,-0.39,-0.32,-0.9
"3229","Albert Celades",1998,"Spain",-0.42,-0.37,0.62,-0.6,-0.84,-0.54,-0.74,-1.02,-0.99,-0.58,-0.73,-0.54,-0.75,-1.15,-1.08,0.52
"3230","Albert Ferrer",1998,"Spain",-0.42,-0.68,0.62,-0.74,-0.64,0.1,-0.74,-1.02,0.43,0.32,-0.6,-0.54,-0.75,-0.77,-1.08,-0.26
"3231","Amor",1998,"Spain",-0.42,-0.06,-0.02,-0.6,2.38,1.05,0.22,-0.31,1.15,1.86,-0.47,1.26,-0.75,2.29,0.07,0.11
"3232","Andoni Zubizarreta",1998,"Spain",-0.42,0.02,-0.66,-0.46,-0.26,1.43,-0.74,-1.02,-0.52,-1.03,-0.34,-0.54,-0.75,-1.15,-0.7,-0.49
"3233","Carlos Aguilera",1998,"Spain",-0.42,-0.46,1.26,0.11,0.45,1.68,2.14,1.09,-0.54,1.33,-0.21,4.85,-0.33,0.76,2.38,1.16
"3234","Etxeberria",1998,"Spain",-0.42,0.07,5.08,1.09,-0.43,0.03,1.18,1.79,-0.52,0.99,-0.73,1.26,-0.33,0.38,0.84,2.96
"3235","Fernando Hierro",1998,"Spain",3.7,4.4,0.62,-0.04,3.06,2.95,0.22,2.73,5.33,2.13,0.18,1.26,2.97,0.38,0.07,2.13
"3236","Fernando Morientes",1998,"Spain",3.7,1.6,-0.66,1.94,-0.97,-1.11,0.7,-0.55,-0.54,-0.16,-0.73,0.93,0.08,0,0.07,0.3
"3237","Fernández Abelardo",1998,"Spain",-0.42,-0.68,-0.66,-0.74,-0.69,-0.47,-0.74,-0.55,-0.99,0.03,-0.34,-0.54,0.08,-0.77,-1.08,-0.9
"3238","Iván Campo",1998,"Spain",-0.42,-0.68,-0.66,-0.74,-0.69,-0.22,-0.74,-0.31,0.9,0.78,-0.21,-0.54,-0.33,0,-1.08,-0.9
"3239","Juan Antonio Pizzi",1998,"Spain",-0.42,-0.15,-0.02,0.53,-1.32,-1.23,-0.74,-0.78,-0.99,-1.03,-0.6,-0.54,-0.75,-0.39,-0.32,0.04
"3240","Kiko",1998,"Spain",1.64,2.69,-0.02,2.22,-0.28,-0.73,-0.74,-0.78,-0.52,0.32,-0.73,-0.54,0.9,0,0.45,1.38
"3241","Luis Enrique",1998,"Spain",1.64,2.13,-0.02,3.5,0.86,0.1,3.58,2.26,0.51,1.44,-0.73,-0.54,0.49,0.38,1.61,2.66
"3242","Miguel Ángel Nadal",1998,"Spain",-0.42,-0.5,-0.66,-0.74,0.4,-0.09,-0.74,-0.78,-0.52,1.17,1.23,3.93,0.9,-0.77,-0.32,-0.9
"3243","Perez Munoz Alfonso",1998,"Spain",-0.42,-0.28,-0.66,0.67,-0.31,-1.04,-0.74,-1.02,-0.07,1.17,-0.73,-0.54,-0.33,0.38,0.84,-0.9
"3244","Rafael Alkorta",1998,"Spain",-0.42,-0.55,-0.66,-0.46,0.66,0.86,-0.26,0.86,0.86,5.45,0.45,0.99,2.55,-0.39,-0.32,-0.9
"3245","Raúl",1998,"Spain",1.64,3.13,1.89,2.37,0.05,0.1,0.22,-0.08,0.92,0.29,-0.6,-0.54,-0.33,-1.15,0.07,3.56
"3246","Sergi",1998,"Spain",-0.42,-0.37,0.62,0.25,1.7,2.7,-0.26,0.86,2.22,2.15,0.71,1.26,-0.75,0.76,-1.08,-0.68
"3247","Adel Sellimi",1998,"Tunisia",-0.42,-0.68,1.26,1.09,-0.41,-0.6,0.7,0.15,-0.56,-0.74,-0.6,-0.54,0.49,0.76,2.38,1.01
"3248","Chokri El-Ouaer",1998,"Tunisia",-0.42,-0.68,-0.66,-0.74,-0.21,1.37,-0.26,-0.78,-0.99,-0.67,0.05,-0.54,0.08,-1.15,-0.7,-0.9
"3249","Ferid Chouchane",1998,"Tunisia",-0.42,-0.68,-0.66,-0.74,-0.26,0.03,-0.26,-0.31,-0.39,0.42,1.76,-0.54,0.08,-0.77,-0.7,-0.9
"3250","Hatem Trabelsi",1998,"Tunisia",-0.42,-0.68,-0.66,-0.74,-0.76,-0.73,-0.74,-0.78,-0.38,-0.44,-0.21,-0.54,-0.75,-0.39,-1.08,-0.9
"3251","Imed Ben Younes",1998,"Tunisia",-0.42,-0.28,-0.66,-0.46,-1.42,-1.23,-0.74,-0.55,-0.99,-0.74,-0.73,-0.54,-0.75,-0.77,-0.32,-0.9
"3252","José Clayton",1998,"Tunisia",-0.42,-0.15,1.89,-0.74,-0.36,0.22,-0.74,-0.08,0.07,-0.02,0.31,0.46,-0.75,-0.77,0.07,0.64
"3253","Kaies Ghodhbane",1998,"Tunisia",-0.42,0.29,-0.66,-0.46,0.17,-0.09,-0.74,-0.08,-0.74,1.5,-0.21,-0.54,-0.75,0.38,-1.08,-0.83
"3254","Khaled Badra",1998,"Tunisia",-0.42,-0.24,-0.66,-0.32,-0.71,-0.47,-0.74,-0.31,0.55,-0.15,1.36,0.46,-0.33,0.38,-1.08,-0.9
"3255","Mehdi Ben Slimane",1998,"Tunisia",-0.42,0.86,-0.02,1.52,-0.69,-1.04,1.18,1.32,-0.87,-0.91,-0.73,-0.54,0.49,2.29,1.22,0.19
"3256","Mounir Boukadida",1998,"Tunisia",-0.42,-0.68,-0.66,-0.74,-0.41,-0.16,-0.74,-0.55,0.62,0.28,0.84,2.44,-0.33,0.38,0.07,-0.9
"3257","Riadh Bouazizi",1998,"Tunisia",-0.42,0.46,-0.66,-0.04,-0.28,-0.03,-0.74,-0.78,-0.07,-0.09,0.18,1.31,-0.33,0,-1.08,-0.6
"3258","Riadh Jelassi",1998,"Tunisia",-0.42,-0.68,-0.66,-0.74,-1.42,-1.11,-0.74,-1.02,-0.99,-1.03,-0.73,-0.54,-0.33,-1.15,-0.7,-0.6
"3259","Sami Trabelsi",1998,"Tunisia",-0.42,-0.06,-0.66,0.11,-0.36,-0.09,-0.74,-0.08,0.71,1.42,2.54,-0.54,2.55,4.19,0.84,-0.9
"3260","Sirajeddine Chihi",1998,"Tunisia",-0.42,-0.24,-0.02,0.53,1.21,0.54,-0.26,0.62,0.23,0.83,0.45,-0.13,0.08,1.52,0.07,-0.08
"3261","Skander Souayah",1998,"Tunisia",1.64,4.45,1.89,-0.04,1.29,0.54,-0.26,2.03,0.64,-0.55,-0.47,-0.54,-0.75,0,0.07,2.43
"3262","Tarek Thabet",1998,"Tunisia",-0.42,-0.55,0.62,-0.04,-0.53,0.41,-0.26,-0.08,-0.87,-0.7,-0.47,-0.54,-0.33,-0.77,-0.7,0.49
"3263","Zoubéir Baya",1998,"Tunisia",-0.42,0.24,-0.02,0.11,0.02,0.29,-0.74,1.56,0.15,0.66,-0.34,-0.13,-0.75,0.38,-0.7,0
"3264","Brad Friedel",1998,"USA",-0.42,-0.68,-0.66,-0.74,-1.09,-0.28,-0.74,-1.02,-0.99,-1.03,-0.73,-0.54,-0.75,-1.15,-0.7,-0.9
"3265","Brian Maisonneuve",1998,"USA",-0.42,-0.24,-0.02,-0.18,0.45,-0.16,-0.74,0.15,1.24,0.36,-0.47,-0.54,-0.75,-0.39,-0.32,-0.04
"3266","Brian McBride",1998,"USA",1.64,0.02,-0.66,4.34,-0.74,-1.11,-0.74,-0.78,-0.99,-0.11,-0.73,-0.54,3.79,0.38,0.84,1.05
"3267","Chad Deering",1998,"USA",-0.42,-0.59,-0.66,-0.74,-1.09,-0.98,-0.74,-1.02,-0.33,-0.61,-0.47,-0.54,0.08,0,-0.32,-0.6
"3268","Claudio Reyna",1998,"USA",-0.42,1.69,2.53,1.38,2.94,0.67,0.7,2.96,-0.36,2.62,-0.47,-0.54,-0.33,1.52,2.38,2.77
"3269","Cobi Jones",1998,"USA",-0.42,0.72,2.53,0.81,0.93,0.67,1.18,2.96,0.24,0.52,-0.6,-0.54,-0.33,0,1.99,1.46
"3270","David Regis",1998,"USA",-0.42,-0.5,-0.02,0.11,1.19,0.99,-0.74,1.32,-0.17,1.59,2.67,1.98,0.49,1.14,1.61,0.19
"3271","Earnie Stewart",1998,"USA",-0.42,-0.11,0.62,0.39,0.66,-0.03,-0.26,-0.55,-0.43,0.17,-0.73,-0.54,0.49,-0.77,0.84,0.64
"3272","Eddie Pope",1998,"USA",-0.42,-0.68,-0.66,-0.74,0.25,0.16,-0.74,-0.78,0.34,0.25,0.97,-0.54,0.49,1.14,1.22,-0.9
"3273","Eric Wynalda",1998,"USA",-0.42,-0.68,-0.02,-0.74,-1.12,-1.11,0.22,0.15,-0.99,-0.43,-0.6,-0.54,-0.33,0,-0.7,-0.6
"3274","Frankie Hejduk",1998,"USA",-0.42,0.77,0.62,1.09,0.78,0.29,1.18,2.73,2.99,0.04,-0.21,1.27,-0.33,-0.77,2.76,-0.3
"3275","Joe-Max Moore",1998,"USA",-0.42,0.81,3.17,0.81,0.71,0.22,-0.74,1.79,2.06,-0.5,-0.73,-0.54,-0.33,0,-0.32,1.76
"3276","Kasey Keller",1998,"USA",-0.42,-0.68,-0.66,-0.74,-0.66,0.48,-0.74,-0.78,-0.99,-1.03,-0.47,-0.54,-0.75,-1.15,-1.08,-0.9
"3277","Mike Burns",1998,"USA",-0.42,-0.68,-0.66,-0.6,0.2,0.48,-0.74,-0.31,0.65,-0.25,0.05,0.79,-0.33,0,-0.7,-0.41
"3278","Preki Radosavljevic",1998,"USA",-0.42,0.07,-0.02,-0.18,-0.86,-0.85,0.22,-0.08,-0.58,-1.03,-0.73,-0.54,-0.75,-1.15,-0.7,-0.19
"3279","Roy Wegerle",1998,"USA",-0.42,-0.68,-0.02,-0.18,-0.71,-1.11,-0.74,-0.78,-0.43,-1.03,-0.73,-0.54,-0.75,-0.77,-1.08,-0.68
"3280","Tab Ramos",1998,"USA",-0.42,-0.46,-0.66,-0.74,-0.56,-0.66,-0.26,-0.31,-0.99,-0.5,-0.73,-0.54,-0.33,-1.15,-0.7,-0.53
"3281","Thomas Dooley",1998,"USA",-0.42,-0.2,-0.66,0.53,0.99,0.35,0.22,-0.31,2.91,1.03,0.97,0.79,0.49,-0.77,-1.08,-0.56
"3282","Branko Brnovic",1998,"Yugoslavia",-0.42,-0.68,-0.66,-0.53,-0.5,-0.99,-0.74,-1.02,-0.25,-0.5,-0.54,-0.54,-0.44,-0.86,0.07,-0.53
"3283","Darko Kovacevic",1998,"Yugoslavia",-0.42,-0.18,-0.66,-0.32,-1.24,-1.09,-0.38,-0.84,-0.67,-1.03,-0.73,-0.54,-0.13,-0.58,-0.8,-0.9
"3284","Dejan Savicevic",1998,"Yugoslavia",-0.42,-0.45,-0.66,-0.64,-1.21,-0.8,-0.74,-0.66,-0.8,-1.03,-0.73,-0.54,-0.75,-0.86,-1.08,-0.62
"3285","Dejan Stankovic",1998,"Yugoslavia",-0.42,-0.35,0.3,-0.21,-0.75,-0.57,-0.74,-0.14,-0.02,-0.32,-0.44,-0.54,-0.75,0.57,-0.8,-0.45
"3286","Dragan Stojkovic",1998,"Yugoslavia",1.12,0.51,3.17,0,0.58,0.15,0.34,1.09,-0.06,-0.72,-0.54,-0.38,-0.13,0.28,1.51,1.66
"3287","Goran Djorovic",1998,"Yugoslavia",-0.42,-0.61,-0.66,-0.21,0.26,0.15,-0.02,-0.49,-0.06,-0.49,3.2,2.33,1.11,0.85,1.51,-0.87
"3288","Ivica Kralj",1998,"Yugoslavia",-0.42,-0.68,-0.66,-0.74,-0.58,0.48,-0.74,-0.31,-0.99,-1.03,-0.54,-0.54,-0.75,-1.15,-1.08,-0.9
"3289","Perica Ognjenovic",1998,"Yugoslavia",-0.42,-0.45,-0.18,0.64,-1.09,-1.04,1.42,0.56,-0.15,-0.67,-0.73,-0.54,-0.75,-0.29,-0.8,-0.23
"3290","Predrag Mijatovic",1998,"Yugoslavia",1.12,2.93,-0.66,1.38,-0.75,-0.99,1.06,0.21,-0.29,-0.9,-0.73,-0.54,-0.44,-0.29,3.24,-0.25
"3291","Savo Milosevic",1998,"Yugoslavia",-0.42,0.05,-0.66,-0.11,-1.04,-1.09,-0.38,-0.66,-0.99,-1.03,-0.73,-0.54,-0.44,0,-0.22,-0.62
"3292","Sinisa Mihajlovic",1998,"Yugoslavia",1.12,0.83,0.3,-0.74,0.58,1.38,-0.74,0.91,0.73,0.56,2.81,0.51,0.8,0.57,0.65,1.07
"3293","Slavisa Jokanovic",1998,"Yugoslavia",-0.42,-0.58,-0.66,-0.11,1.15,-0.09,-0.02,0.39,0.08,0.35,0.54,0.51,1.11,0.85,0.93,-0.39
"3294","Slobodan Komljenovic",1998,"Yugoslavia",2.67,-0.09,-0.66,-0.42,0.24,0.53,-0.74,0.39,-0.39,0.17,0.84,0.21,-0.44,-0.86,0.07,-0.84
"3295","Vladimir Jugovic",1998,"Yugoslavia",-0.42,0.7,-0.66,-0.11,0.37,0.62,2.86,3.2,0.63,0.31,0.15,-0.54,-0.13,0.28,1.51,0.22
"3296","Zeljko Petrovic",1998,"Yugoslavia",-0.42,-0.41,1.73,-0.64,0.96,0.86,-0.74,1.27,0.91,-0.09,0.25,-0.54,-0.44,0.57,0.65,0.42
"3297","Zoran Mirkovic",1998,"Yugoslavia",-0.42,-0.68,-0.18,-0.74,-0.1,0.48,-0.74,-0.66,-0.53,-1.03,0.94,0.51,-0.44,-0.58,0.07,-0.84
"3298","Abel Balbo",1994,"Argentina",0.93,2.21,0.47,3.2,0.51,-0.22,2.6,0.4,0.8,0.68,-0.55,0.59,-0.66,-0.54,1.15,3.6
"3299","Alejandro Mancuso",1994,"Argentina",-0.39,-0.62,-0.6,-0.73,-1.1,-1.13,-0.82,-0.72,-0.69,-0.87,-0.72,-0.58,-0.66,-1.18,-0.78,-0.88
"3300","Ariel Ortega",1994,"Argentina",-0.39,-0.2,2.62,0.94,-0.42,-0.44,2.34,0.4,-0.67,-0.3,-0.72,-0.58,-0.66,0.41,1.79,3.79
"3301","Claudio Caniggia",1994,"Argentina",2.24,1.34,-0.6,0.94,-0.67,-0.96,0.49,-0.4,-0.63,-0.63,-0.72,-0.58,-0.16,-0.22,1.47,0.28
"3302","Diego Maradona",1994,"Argentina",0.93,-0.3,2.62,0.34,0.37,0.73,2.07,0.4,0.6,-0.39,-0.72,-0.58,-0.66,-0.86,3.07,2.46
"3303","Diego Simeone",1994,"Argentina",-0.39,0.31,0.47,0.34,3.06,2.21,2.34,0.57,0.86,1.64,-0.22,-0.58,0.84,-0.86,0.83,1.94
"3304","Fernando Cáceres",1994,"Argentina",-0.39,-0.33,-0.6,-0.49,1.19,0.95,-0.56,0.08,3.55,2.37,0.95,3.41,1.34,2.32,-0.46,-0.53
"3305","Fernando Redondo",1994,"Argentina",-0.39,0.25,0.47,0.7,4.31,1.3,4.97,4.11,3,3.11,-0.39,-0.58,0.84,2.64,1.47,1.8
"3306","Gabriel Batistuta",1994,"Argentina",4.87,7.85,0.47,3.92,-0.23,-1.04,-0.82,-0.4,-0.33,-0.56,-0.39,-0.58,-0.66,0.73,2.43,1.07
"3307","Hernan Diaz",1994,"Argentina",-0.39,-0.49,-0.6,-0.61,-0.81,-0.7,-0.56,-0.4,0.3,-0.62,-0.72,-0.58,-0.66,-0.54,-0.78,-0.8
